87.ppm::gray::45.972996::0.080119::histogram(0.000000,0.000000,0.000000,0.005057,0.000000,0.000000,0.010114,0.000000,0.000000,0.005057,0.020227,0.010114,0.025284,0.000000,0.060681,0.085965,0.106193,0.212385,0.333748,0.536020,0.930449,2.907654,9.678696,134.591526,7.620583,3.767309,3.332425,2.907654,2.669985,2.275556,1.653570,1.557491,1.097323,1.092267,0.975960,0.940563,0.819200,0.798973,0.707951,0.561304,0.576474,0.495565,0.510736,0.530963,0.500622,0.424770,0.399486,0.465225,0.404543,0.434884,0.444998,0.409600,0.394430,0.419714,0.409600,0.475338,0.551190,0.718064,0.839427,0.713007,0.697837,0.864711,0.965847,0.986074,1.208573,1.643457,1.269254,1.233857,1.082153,1.233857,1.061926,1.026528,1.056869,1.001244,0.991131,0.824257,0.965847,0.859654,0.884938,0.829314,0.839427,0.925393,0.996188,0.889995,0.879881,0.743348,0.970904,1.011358,1.066983,0.849541,0.981017,1.006301,0.879881,0.864711,0.854598,0.707951,0.758519,0.748405,0.652326,0.692780,0.748405,0.869768,0.758519,0.900109,1.041699,0.981017,0.996188,0.910222,0.718064,0.525906,0.616928,0.470281,0.834370,0.677610,0.657383,0.374202,0.364089,0.171931,0.111249,0.111249,0.091022,0.050568,0.070795,0.096079,0.030341,0.055625,0.020227,0.035398,0.025284,0.060681,0.010114,0.030341,0.040454,0.025284,0.045511,0.020227,0.010114,0.035398,0.030341,0.030341,0.040454,0.045511,0.025284,0.025284,0.020227,0.040454,0.005057,0.035398,0.030341,0.025284,0.055625,0.020227,0.025284,0.020227,0.025284,0.030341,0.010114,0.030341,0.030341,0.005057,0.025284,0.085965,0.025284,0.015170,0.030341,0.050568,0.020227,0.025284,0.025284,0.035398,0.040454,0.025284,0.020227,0.030341,0.050568,0.030341,0.035398,0.050568,0.045511,0.050568,0.040454,0.080909,0.075852,0.045511,0.055625,0.040454,0.030341,0.055625,0.080909,0.080909,0.080909,0.065738,0.121363,0.085965,0.096079,0.091022,0.080909,0.101136,0.171931,0.161817,0.182044,0.151704,0.176988,0.187101,0.171931,0.202272,0.192158,0.182044,0.146647,0.192158,0.182044,0.182044,0.116306,0.075852,0.121363,0.227556,0.192158,0.176988,0.212385,0.197215,0.146647,0.207328,0.222499,0.207328,0.187101,0.217442,0.257896,0.262953,0.298351,0.399486,0.328691,0.313521,0.207328,0.288237,0.621985,0.237669,0.197215,0.399486,0.182044,0.075852,0.025284,0.055625,0.050568,0.035398,0.025284,0.030341,0.025284,0.015170,0.005057,0.005057,0.010114,0.005057,0.000000,0.000000,0.000000,0.000000)
237.ppm::gray::108.229370::0.148168::histogram(0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005057,0.000000,0.000000,0.000000,0.005057,0.010114,0.010114,0.005057,0.000000,0.010114,0.055625,0.055625,0.101136,0.217442,0.303407,0.460168,0.581531,0.586588,0.763575,0.829314,0.707951,0.839427,0.439941,0.530963,0.399486,0.510736,0.718064,2.007546,4.192079,5.800138,4.788780,5.400652,5.992296,5.355141,5.132642,4.111170,3.848217,4.829235,6.680020,6.047921,3.372879,4.025205,2.042943,1.694025,1.193402,1.294538,1.426015,1.279368,0.864711,0.854598,0.687723,0.748405,0.738291,0.940563,0.970904,0.672553,0.667496,0.687723,0.667496,0.485452,0.551190,0.424770,0.444998,0.450054,0.480395,0.348919,0.460168,0.561304,0.515793,0.475338,0.500622,0.364089,0.379259,0.434884,0.465225,0.460168,0.490509,0.495565,0.419714,0.399486,0.409600,0.353975,0.364089,0.364089,0.460168,0.364089,0.364089,0.399486,0.348919,0.364089,0.298351,0.308464,0.268010,0.384316,0.409600,0.414657,0.384316,0.424770,0.444998,0.662440,0.895052,0.728178,1.142835,1.901353,1.673798,2.664928,1.871012,1.213630,1.623230,2.027773,1.633343,1.562548,1.466469,1.173175,1.648514,1.375447,1.233857,1.041699,1.041699,0.915279,1.193402,1.213630,1.117551,1.668741,1.223743,1.355220,1.537264,1.284425,1.350163,1.527151,1.431072,1.168119,0.960790,0.910222,1.087210,1.142835,0.945620,0.970904,0.945620,0.935506,0.975960,0.970904,0.905165,1.173175,1.056869,1.279368,1.203516,1.304652,1.213630,1.365333,1.501867,1.370390,1.592889,1.638400,1.638400,1.400731,1.466469,1.385560,1.658627,1.395674,1.643457,1.491753,1.618173,1.729422,1.724365,1.719309,1.865956,1.901353,1.865956,2.209817,2.078341,2.280612,2.078341,1.951921,1.795160,1.997432,1.871012,1.860899,1.749649,1.764820,1.956978,2.032830,1.876069,2.270499,1.830558,1.865956,1.587832,1.284425,1.319822,1.092267,1.087210,1.107437,0.824257,0.884938,0.763575,0.520849,0.606815,0.384316,0.283180,0.273067,0.262953,0.192158,0.146647,0.111249,0.075852,0.040454,0.045511,0.025284,0.035398,0.030341,0.015170,0.025284,0.005057,0.025284,0.010114,0.015170,0.005057,0.010114,0.000000,0.000000,0.000000,0.000000,0.000000,0.005057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000)
360.ppm::gray::98.622383::0.209916::histogram(0.010114,0.055625,0.080909,0.045511,0.045511,0.025284,0.030341,0.035398,0.050568,0.025284,0.065738,0.045511,0.075852,0.252840,0.288237,0.303407,0.283180,0.480395,0.434884,0.409600,0.556247,0.576474,1.021472,0.854598,0.945620,0.925393,0.798973,1.102380,1.041699,1.259141,1.072040,1.451299,1.238914,1.451299,1.334993,1.501867,1.699081,1.805274,1.916523,1.759763,1.774933,1.582775,1.714252,1.850785,1.962035,1.699081,1.719309,1.699081,2.027773,1.678854,1.547378,1.683911,2.042943,1.997432,1.962035,1.790104,1.860899,1.972148,2.017659,1.850785,2.230044,1.815388,2.068227,2.123852,2.103625,1.972148,1.982262,2.245215,2.083398,1.860899,1.906410,1.855842,1.911467,2.012602,1.916523,1.876069,1.840672,1.825501,1.997432,2.245215,2.240158,2.164306,1.921580,1.962035,1.860899,1.491753,1.704138,1.709195,1.653570,1.511980,1.683911,1.865956,1.673798,1.491753,1.749649,1.648514,1.830558,1.769877,1.825501,1.688968,1.719309,1.633343,1.800217,1.790104,1.896296,2.007546,1.734479,1.699081,1.618173,1.587832,1.623230,1.845728,1.623230,1.638400,1.855842,1.648514,1.825501,1.592889,1.704138,1.608059,1.567605,1.613116,1.719309,1.719309,1.699081,1.643457,1.562548,1.329936,1.279368,1.461412,1.714252,1.264198,1.481640,1.304652,1.294538,1.208573,1.158005,1.254084,1.233857,1.375447,1.345106,1.264198,1.041699,1.178232,1.476583,1.329936,1.582775,1.511980,1.542321,1.385560,1.233857,1.360277,1.097323,0.960790,0.920336,0.743348,0.657383,0.702894,0.637156,0.551190,0.611872,0.637156,0.530963,0.551190,0.470281,0.530963,0.586588,0.556247,0.682667,0.500622,0.384316,0.399486,0.419714,0.359032,0.364089,0.455111,0.333748,0.323635,0.359032,0.313521,0.389373,0.303407,0.369146,0.343862,0.359032,0.343862,0.318578,0.348919,0.343862,0.389373,0.394430,0.328691,0.424770,0.414657,0.450054,0.470281,0.606815,0.611872,0.723121,0.576474,0.733235,0.642212,0.763575,0.723121,0.829314,0.677610,0.743348,0.798973,0.728178,0.692780,0.652326,0.642212,0.505679,0.525906,0.455111,0.434884,0.470281,0.369146,0.268010,0.252840,0.252840,0.171931,0.192158,0.116306,0.070795,0.085965,0.040454,0.065738,0.025284,0.040454,0.025284,0.025284,0.010114,0.015170,0.030341,0.015170,0.010114,0.000000,0.005057,0.005057,0.005057,0.005057,0.005057,0.000000,0.000000,0.000000,0.000000,0.010114,0.000000,0.000000,0.005057,0.000000,0.005057,0.000000,0.000000,0.000000)
172.ppm::gray::56.918175::0.368798::histogram(0.182901,0.060967,0.055886,0.066047,0.081289,0.086370,0.116853,0.091450,0.060967,0.127014,0.106692,0.248948,0.259109,0.213384,0.299754,0.375963,0.431849,0.675716,0.624911,0.802731,1.077082,1.595300,2.052552,6.731762,7.879971,15.724379,13.803922,9.805509,7.981583,6.503136,5.385409,4.938319,4.425181,4.135588,4.257522,3.688497,3.663094,3.287132,3.424307,2.901008,3.205843,2.804477,2.870525,2.773994,2.789236,2.707946,2.621577,2.611415,2.210050,2.133841,2.245614,2.032230,2.118600,2.108439,2.174486,2.184647,1.966182,2.037310,1.961102,1.895054,1.930618,1.920457,1.762959,1.722315,1.732476,1.813765,1.732476,1.605462,1.681670,1.605462,1.610542,1.463206,1.569898,1.549575,1.630864,1.514011,1.376836,1.458125,1.315869,1.412400,1.320949,1.331111,1.407319,1.315869,1.315869,1.259983,1.290466,1.158371,1.270144,1.112646,1.127888,1.066921,1.077082,1.036437,1.026276,1.011034,1.016115,0.828134,0.970390,0.909423,0.843375,0.980551,0.858617,0.868778,0.716361,0.711280,0.812892,0.817973,0.858617,0.716361,0.604588,0.757006,0.624911,0.690958,0.655394,0.609669,0.619830,0.558863,0.487735,0.543621,0.487735,0.518219,0.477574,0.381043,0.370882,0.416607,0.457252,0.355640,0.391204,0.518219,0.431849,0.340399,0.345479,0.350560,0.320076,0.314996,0.345479,0.269270,0.289593,0.350560,0.198142,0.279432,0.269270,0.218465,0.289593,0.203223,0.172740,0.228626,0.208304,0.259109,0.193062,0.193062,0.233706,0.203223,0.187981,0.162578,0.182901,0.172740,0.167659,0.203223,0.162578,0.182901,0.157498,0.208304,0.228626,0.218465,0.152417,0.177820,0.198142,0.127014,0.218465,0.193062,0.157498,0.162578,0.279432,0.187981,0.223545,0.198142,0.259109,0.187981,0.187981,0.142256,0.152417,0.167659,0.152417,0.167659,0.203223,0.137176,0.177820,0.167659,0.177820,0.111773,0.172740,0.213384,0.238787,0.132095,0.177820,0.137176,0.142256,0.096531,0.121934,0.106692,0.152417,0.223545,0.096531,0.162578,0.076209,0.091450,0.101611,0.066047,0.086370,0.030483,0.015242,0.081289,0.035564,0.010161,0.030483,0.040645,0.010161,0.015242,0.005081,0.010161,0.010161,0.005081,0.005081,0.005081,0.005081,0.000000,0.005081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010161,0.005081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000)
494.ppm::gray::83.955788::0.328145::histogram(2.305344,0.646310,0.732824,0.605598,0.519084,0.595420,0.865140,1.129771,1.842239,3.231552,4.478372,4.575064,4.346056,4.351145,3.862595,3.730280,4.030534,3.791349,3.740458,3.475827,3.053435,2.987277,3.053435,2.885496,2.961832,2.788804,2.595420,2.310433,2.290076,2.300254,2.132316,2.147583,2.081425,1.837150,1.984733,1.760814,1.608142,1.801527,1.765903,1.582697,1.470738,1.450382,1.414758,1.389313,1.328244,1.282443,1.267176,1.323155,1.190840,1.277354,1.231552,1.251908,1.139949,1.201018,0.997455,0.966921,1.241730,0.921120,0.961832,0.926209,1.033079,0.890585,0.992366,0.941476,0.936387,0.931298,0.880407,0.921120,0.972010,0.931298,0.707379,0.819338,0.966921,0.941476,0.895674,0.804071,0.758270,0.809160,0.753181,0.895674,0.732824,0.900763,1.017812,0.819338,0.717557,0.860051,0.834606,0.753181,0.875318,0.972010,0.819338,0.763359,0.910941,0.865140,0.778626,0.732824,0.804071,0.697201,0.951654,0.824427,0.778626,0.712468,0.819338,0.707379,0.880407,0.712468,0.788804,0.773537,0.900763,0.712468,0.697201,0.732824,0.707379,0.671756,0.605598,0.631043,0.702290,0.717557,0.692112,0.646310,0.595420,0.671756,0.651399,0.590331,0.595420,0.508906,0.687023,0.554707,0.615776,0.544529,0.559796,0.620865,0.600509,0.569975,0.564885,0.534351,0.575064,0.554707,0.539440,0.697201,0.605598,0.666667,0.646310,0.798982,0.656489,0.559796,0.620865,0.615776,0.646310,0.778626,0.687023,0.656489,0.651399,0.687023,0.590331,0.753181,0.732824,0.676845,0.854962,0.743003,0.885496,1.099237,0.875318,1.099237,1.033079,1.048346,1.246819,1.256997,1.185751,1.501272,1.358779,1.455471,1.440204,1.424936,1.460560,1.531807,1.486005,1.501272,1.587786,1.470738,1.491094,1.480916,1.572519,1.450382,1.414758,1.256997,1.333333,1.374046,1.338422,1.480916,1.414758,1.190840,1.083969,1.094148,0.905852,0.987277,0.814249,0.865140,0.865140,0.687023,0.727735,0.651399,0.590331,0.646310,0.564885,0.391858,0.432570,0.361323,0.325700,0.371501,0.371501,0.340967,0.305344,0.386768,0.254453,0.264631,0.218830,0.198473,0.152672,0.101781,0.117048,0.117048,0.106870,0.096692,0.040712,0.050891,0.071247,0.040712,0.050891,0.015267,0.010178,0.010178,0.015267,0.000000,0.020356,0.000000,0.000000,0.005089,0.020356,0.005089,0.005089,0.000000,0.005089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005089,0.000000)
320.ppm::gray::58.197250::0.217005::histogram(0.000000,0.000000,0.015293,0.056073,0.081561,0.259976,0.423098,0.774831,1.697491,2.875030,4.944644,8.069454,14.772760,11.143290,7.967503,8.502748,8.706651,8.594504,10.424532,8.354918,6.443329,4.669375,2.834249,3.588690,3.955715,4.710155,4.072959,4.287057,2.788371,3.466348,2.110394,1.967662,1.819833,1.432417,1.697491,0.810514,1.034807,0.871685,0.943051,0.764636,0.841099,0.774831,0.718757,0.713660,0.825806,0.785026,0.800319,0.912465,0.851294,0.795221,0.723855,0.749343,0.851294,0.708562,0.779928,0.800319,0.769733,0.693270,0.652489,0.632099,0.759538,0.672879,0.606611,0.652489,0.596416,0.632099,0.560733,0.591318,0.530147,0.657587,0.591318,0.591318,0.688172,0.677977,0.606611,0.540342,0.570928,0.616806,0.621904,0.713660,0.723855,0.601513,0.698367,0.754440,0.601513,0.764636,0.723855,0.805416,0.739148,0.764636,0.805416,0.836002,0.703465,0.820709,0.713660,0.749343,0.713660,0.790123,0.657587,0.785026,0.871685,0.723855,0.749343,0.779928,0.703465,0.785026,0.611708,0.576025,0.703465,0.560733,0.596416,0.647391,0.637196,0.555635,0.657587,0.606611,0.596416,0.683074,0.616806,0.662684,0.611708,0.667782,0.550538,0.535245,0.632099,0.657587,0.632099,0.576025,0.611708,0.606611,0.581123,0.627001,0.718757,0.611708,0.708562,0.749343,0.759538,0.708562,0.764636,0.708562,0.683074,0.688172,0.718757,0.688172,0.728953,0.550538,0.718757,0.611708,0.672879,0.657587,0.560733,0.535245,0.637196,0.621904,0.519952,0.693270,0.606611,0.688172,0.723855,0.683074,0.698367,0.662684,0.581123,0.703465,0.525050,0.448586,0.433294,0.387415,0.407806,0.326245,0.290562,0.356830,0.341537,0.326245,0.367025,0.326245,0.310952,0.356830,0.224293,0.275269,0.275269,0.183513,0.270171,0.321147,0.316049,0.254879,0.239586,0.265074,0.382318,0.356830,0.321147,0.356830,0.285464,0.387415,0.321147,0.377220,0.346635,0.397611,0.341537,0.458781,0.443489,0.576025,0.453684,0.576025,0.530147,0.494464,0.591318,0.535245,0.545440,0.387415,0.509757,0.331342,0.341537,0.244683,0.168220,0.101951,0.137634,0.096854,0.096854,0.076464,0.040781,0.000000,0.015293,0.015293,0.000000,0.000000,0.005098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000)
425.ppm::gray::142.215576::0.381085::histogram(11.511723,3.904947,2.457730,2.188598,2.102273,1.873765,1.513230,1.452295,1.162852,1.066370,0.944500,0.914032,0.832785,0.634744,0.599199,0.583965,0.695680,0.629666,0.649978,0.914032,1.381204,0.964811,1.239021,0.644900,0.675368,0.624588,0.634744,0.629666,0.655056,0.517951,0.517951,0.507795,0.431626,0.426548,0.451938,0.482406,0.533185,0.431626,0.375769,0.472250,0.446860,0.543341,0.472250,0.375769,0.451938,0.360535,0.436704,0.370691,0.421470,0.396080,0.345301,0.406236,0.324989,0.385925,0.365613,0.360535,0.319911,0.264054,0.385925,0.340223,0.340223,0.375769,0.406236,0.396080,0.385925,0.411314,0.309755,0.375769,0.319911,0.401158,0.314833,0.467172,0.380847,0.421470,0.335145,0.396080,0.375769,0.436704,0.426548,0.441782,0.330067,0.345301,0.421470,0.462094,0.411314,0.421470,0.477328,0.426548,0.543341,0.543341,0.451938,0.472250,0.385925,0.467172,0.406236,0.431626,0.462094,0.502717,0.451938,0.441782,0.457016,0.573809,0.599199,0.502717,0.594121,0.507795,0.573809,0.497640,0.477328,0.660134,0.467172,0.451938,0.614432,0.660134,0.507795,0.578887,0.624588,0.594121,0.685524,0.715992,0.792161,0.873408,0.868330,0.771849,0.782005,0.868330,0.949577,0.990201,1.137462,1.132384,1.233943,1.101916,1.117150,0.848018,0.959733,0.761693,0.705836,0.792161,0.629666,0.644900,0.583965,0.614432,0.680446,0.756615,0.634744,0.670290,0.639822,0.568731,0.568731,0.619510,0.599199,0.609355,0.649978,0.583965,0.624588,0.644900,0.670290,0.766771,0.599199,0.690602,0.609355,0.624588,0.634744,0.634744,0.594121,0.685524,0.624588,0.736303,0.710914,0.705836,0.634744,0.726147,0.731225,0.776927,0.533185,0.715992,0.614432,0.609355,0.533185,0.558575,0.619510,0.792161,0.695680,0.680446,0.583965,0.670290,0.599199,0.670290,0.685524,1.696037,1.442139,2.153053,2.213988,3.925259,1.635101,1.894077,2.401872,2.782719,5.037331,3.549490,3.991272,3.904947,4.026818,3.006149,3.163566,3.341294,2.945214,5.763478,4.179157,3.407307,3.260047,4.057286,3.199111,2.518665,2.894434,3.209267,2.940136,2.757329,2.366327,2.554211,2.005792,1.863609,1.391360,1.365970,1.167930,1.289800,1.645257,1.553854,1.188241,0.944500,0.848018,0.898798,0.609355,0.594121,0.568731,0.477328,0.436704,0.350379,0.401158,0.421470,0.335145,0.335145,0.299599,0.355457,0.472250,0.715992,0.589043,0.350379,0.330067,0.299599,0.284365,0.101559,0.116793,0.040624,0.060935,0.421470)
68.ppm::gray::108.456711::0.316065::histogram(0.010178,0.000000,0.000000,0.010178,0.040713,0.025446,0.045802,0.061070,0.061070,0.076337,0.147586,0.218834,0.178121,0.305350,0.473292,0.646323,0.921138,0.926227,1.338449,3.913564,5.338529,2.620917,3.877940,6.000119,5.272369,4.585333,3.903385,3.109477,2.926267,3.206171,3.297775,3.185814,3.801602,4.086595,4.254538,4.977198,4.402123,3.216349,4.224003,4.137487,3.236706,3.506431,3.124744,3.343578,3.618393,4.045882,3.832137,2.366459,1.898257,2.025486,1.424965,1.715047,1.262112,1.012743,0.890603,0.793909,0.600521,0.641234,0.539451,0.519094,0.564897,0.407133,0.442757,0.407133,0.330795,0.402044,0.279904,0.330795,0.305350,0.315528,0.366419,0.381687,0.366419,0.325706,0.351152,0.259547,0.381687,0.284993,0.315528,0.300260,0.295171,0.315528,0.284993,0.335885,0.279904,0.300260,0.310439,0.234101,0.346063,0.340974,0.290082,0.340974,0.340974,0.356241,0.330795,0.381687,0.371509,0.386776,0.417311,0.381687,0.422400,0.447846,0.391865,0.371509,0.407133,0.488559,0.437668,0.402044,0.376598,0.412222,0.458024,0.437668,0.452935,0.427489,0.417311,0.407133,0.442757,0.366419,0.361330,0.508916,0.452935,0.356241,0.463114,0.386776,0.519094,0.366419,0.432579,0.361330,0.422400,0.325706,0.407133,0.396954,0.508916,0.437668,0.351152,0.407133,0.417311,0.575075,0.478381,0.514005,0.488559,0.437668,0.524183,0.559808,0.615788,0.534362,0.539451,0.671769,0.514005,0.687037,0.692126,0.788820,0.712482,0.814266,0.753196,0.610699,0.590343,0.671769,0.707393,0.717572,0.727750,0.732839,0.625967,0.620877,0.641234,0.712482,0.651412,0.651412,0.620877,0.564897,0.559808,0.488559,0.468203,0.447846,0.376598,0.498738,0.458024,0.463114,0.381687,0.447846,0.503827,0.478381,0.442757,0.402044,0.503827,0.437668,0.432579,0.351152,0.554718,0.554718,0.493648,0.483470,0.508916,0.488559,0.580164,0.529273,0.514005,0.503827,0.534362,0.575075,0.498738,0.529273,0.529273,0.569986,0.575075,0.590343,0.559808,0.524183,0.580164,0.529273,0.595432,0.727750,0.437668,0.503827,0.473292,0.493648,0.493648,0.519094,0.391865,0.447846,0.468203,0.498738,0.417311,0.473292,0.391865,0.544540,0.442757,0.610699,0.575075,0.554718,0.503827,0.590343,0.727750,0.625967,0.575075,0.676858,0.569986,0.666680,0.666680,0.753196,0.798998,0.707393,1.012743,0.997475,1.185774,0.997475,1.480945,1.404608,1.455500,1.506391,1.852454,2.386816,3.939010,13.109675,4.590422,2.025486)
254.ppm::gray::37.045841::0.089160::histogram(1.200517,1.938122,0.859692,0.798649,0.717258,0.763040,0.793562,1.078430,1.073343,1.210691,1.292081,1.500646,1.688862,2.019513,2.889379,3.632072,4.344242,6.282365,7.467620,8.932658,10.489260,12.315469,11.994993,11.557516,11.588038,10.824998,10.962345,9.838132,9.756741,8.622355,7.783010,7.426925,6.638450,5.763497,5.549846,4.720676,3.881331,3.545594,3.133552,2.675728,2.487511,2.050035,1.851644,1.582037,1.297168,1.027561,1.083517,0.818997,0.839344,0.666388,0.600258,0.503607,0.391694,0.376433,0.340825,0.233999,0.269608,0.228912,0.254347,0.223825,0.142434,0.137347,0.132260,0.162782,0.178043,0.091565,0.086478,0.127173,0.142434,0.076304,0.106826,0.111913,0.086478,0.117000,0.076304,0.091565,0.091565,0.096652,0.152608,0.086478,0.096652,0.106826,0.111913,0.127173,0.111913,0.117000,0.101739,0.162782,0.086478,0.117000,0.101739,0.137347,0.142434,0.178043,0.157695,0.193304,0.167869,0.152608,0.167869,0.218738,0.172956,0.239086,0.269608,0.244173,0.305216,0.274694,0.259434,0.249260,0.274694,0.305216,0.305216,0.295042,0.325564,0.228912,0.259434,0.335738,0.371346,0.340825,0.366259,0.422216,0.356085,0.391694,0.396781,0.406955,0.427303,0.447650,0.432389,0.361172,0.539215,0.483259,0.396781,0.391694,0.442563,0.417129,0.356085,0.376433,0.340825,0.376433,0.417129,0.320477,0.315390,0.335738,0.366259,0.279781,0.249260,0.274694,0.366259,0.295042,0.284868,0.264521,0.371346,0.213651,0.279781,0.249260,0.218738,0.289955,0.254347,0.233999,0.198390,0.228912,0.218738,0.178043,0.239086,0.218738,0.198390,0.183130,0.132260,0.208564,0.152608,0.157695,0.111913,0.147521,0.162782,0.091565,0.152608,0.132260,0.101739,0.117000,0.050869,0.076304,0.076304,0.081391,0.066130,0.081391,0.055956,0.040695,0.117000,0.061043,0.055956,0.055956,0.086478,0.066130,0.035609,0.020348,0.025435,0.055956,0.015261,0.040695,0.035609,0.040695,0.020348,0.005087,0.010174,0.020348,0.025435,0.000000,0.000000,0.025435,0.015261,0.015261,0.015261,0.005087,0.040695,0.020348,0.005087,0.015261,0.010174,0.025435,0.010174,0.035609,0.010174,0.005087,0.010174,0.005087,0.005087,0.005087,0.010174,0.000000,0.010174,0.015261,0.000000,0.020348,0.010174,0.015261,0.020348,0.000000,0.010174,0.000000,0.005087,0.015261,0.010174,0.010174,0.010174,0.000000,0.000000,0.015261,0.015261,0.010174,0.010174,0.010174,0.000000,0.020348,0.015261,0.010174,0.000000,0.000000)
196.ppm::gray::168.479736::0.199813::histogram(0.005085,0.000000,0.015254,0.000000,0.010169,0.000000,0.025424,0.025424,0.020339,0.025424,0.045762,0.061017,0.111864,0.096610,0.177965,0.208473,0.386438,0.472878,1.128806,1.733887,2.038970,2.522017,2.323713,2.745745,2.303375,2.110156,2.171172,1.571176,1.469482,1.479651,1.408465,1.230500,1.311856,1.052535,0.783046,0.803385,0.808469,0.732199,0.594911,0.599996,0.442370,0.488132,0.427116,0.457624,0.442370,0.376269,0.320337,0.330506,0.376269,0.361015,0.325422,0.350845,0.330506,0.335591,0.244066,0.264405,0.259320,0.294913,0.345760,0.330506,0.355930,0.310167,0.284744,0.279659,0.264405,0.259320,0.223727,0.294913,0.269490,0.238981,0.289829,0.269490,0.254236,0.320337,0.254236,0.325422,0.320337,0.366099,0.254236,0.254236,0.289829,0.325422,0.289829,0.259320,0.249151,0.325422,0.305083,0.279659,0.340676,0.320337,0.416946,0.315252,0.350845,0.310167,0.315252,0.366099,0.411862,0.340676,0.340676,0.330506,0.294913,0.330506,0.299998,0.335591,0.366099,0.422031,0.355930,0.406777,0.350845,0.345760,0.447455,0.335591,0.452539,0.447455,0.477963,0.401692,0.422031,0.386438,0.401692,0.462709,0.376269,0.391523,0.416946,0.401692,0.361015,0.406777,0.452539,0.396608,0.401692,0.381353,0.376269,0.371184,0.447455,0.437285,0.416946,0.442370,0.401692,0.442370,0.432201,0.457624,0.513556,0.427116,0.396608,0.406777,0.320337,0.406777,0.437285,0.396608,0.366099,0.381353,0.299998,0.355930,0.310167,0.477963,0.416946,0.447455,0.447455,0.457624,0.508471,0.462709,0.472878,0.503386,0.401692,0.452539,0.411862,0.432201,0.477963,0.396608,0.447455,0.523725,0.528810,0.579657,0.523725,0.569488,0.554234,0.569488,0.579657,0.681351,0.661013,0.671182,0.661013,0.727114,0.742368,0.666097,0.716944,0.752537,0.844062,0.833893,0.966095,1.123721,1.083044,1.133891,1.077959,1.276263,1.347449,1.342364,1.728802,1.830496,1.993207,2.069478,2.283036,2.232189,2.328798,2.699982,3.127098,3.218623,4.388107,4.515224,4.444038,3.996584,5.171152,6.767752,8.827060,6.513516,10.835521,5.430473,4.266073,1.377957,0.645758,0.376269,0.350845,0.437285,0.315252,0.315252,0.686436,0.716944,1.550837,2.044054,3.020319,6.488093,5.506743,5.150813,5.521997,6.727074,8.832145,4.001668,5.166067,2.125410,1.398296,0.238981,0.223727,0.177965,0.040678,0.040678,0.010169,0.015254,0.005085,0.005085,0.000000,0.000000,0.005085,0.000000,0.000000,0.000000,0.000000,0.000000)
